ratings,comments
5,Very very nice watch thank you so much Flipkart 💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗  
4,Watch is good however the strap is not up to the mark.  
4,Good one.....  
5,Nice product and original ine  
5,Nice watch  
5,Excellent watch at a very reasonable price. Dial is on the smaller side. Perfect for small or medium sized wrist. Not at all suitable for big wrists. Otherwise everything is near perfect.  
5,Beautiful product by Titan. All features are working properly. perfect dial size. Love it. Got it at a fair price.  
5,Excellent watch @ this price range ... Very much satisfied  
4,Good one.....  
5,Good product n I like it  
5,It's osm  
5,"Very beautiful watch ,must buy watch lovers.  "
4,Look very cool  Quality very good  
5,👌 super  
5,"The look and finish is awesome as anyone can expect from Titan . I am a big Titan watch lover and this one is amazing, can wear it with formal attire, casual attire both.  "
5,"Superb watch, great feel,  "
5,Go for it  
5,Very Osm Product  
5,Looks good .. at this price range fabulous watch  
5,"Quality of the received watch is too good, can wear for any accassion also  "
5,Good  
4,I have been using this watch for 5 months . I use this daily . One issue is the leather strap that it got scratches. I prefer if any one going for buying this choose a metallic strap if you use it daily . Over all the product is good  
5,Excellent quality watch and titan will never disappoint you💥💥  
5,Wow  
5,Product's good and feel good. Look classy but strap is little small for bigger wrist.  
5,Good  
5,Good product  
5,I am feeling very happy this watch look like awesome  
4,Stylish looks... Average quality.... Value for money  
5,I bought this beautiful wrist watch for my husband to gift him on his birthday.. I like it's so much.. Thanks to flipkart for this beautiful watch in my budget range 🙏🙏🙏😊🌹🌹  
5,it's very nice looking  
5,Very nice product  
5,awsome product i liked limestone  
5,nice watch  
5,Best watch lime stone best working  
5,Osm  
5,The watch is the very best for man it's look like a branded watch. I feel the very happy with this and thanks to Flipkart for this and delivery time is also okey and delivery executive is a good person.  
3,Nice product end less than price good qwality good product thanks flipcart good Delivery  
5,Best watch  
5,Very nice  
4,Good Product value of Money  
5,good product to buy  
4,Omg looking  Low price but best products  Tqs Flipkart ❣️❣️  
5,Nice watch  
5,Owsome watch looking so beautiful and price are valuable 👌👌👌👍👍  
3,nice product 👌 in it's price range  
4,worthy for money product is good  
5,this is a cool product nd looks very awesome........designing is the best....  
5,I love this... awesome same to same product  
5,Osm  
5,Good  
5,I really love this watch... same color and good product  
1,Feeling very bad this was not a water resistant 🥺  
4,Good  
5,nyc product on this price  
5,I love this ⌚⌚⌚  
5,Very beautiful watch  
5,Nice product  
4,very good  
5,I ordered this for my husband at our 5th marriage anniversary. He is very happy. totally worth the money. Ekart boy was very polite. He came to the 3rd floor by stairs to deliver.thank you flipkart.thank you ekart  
5,Super  
4,Very good product of india.  Altime i'm trying to purchase tata product  because tata means india.  Thank u our beloved tata.  We are proud of u.  
4,Highly recommended.. Just goo for it...  
5,Nice watch  
5,"Mind blowing, loved it... Must buy  "
5,Excellent... Loved it  
5,This watch looks premium and very good at this price range. Overall a good deal .  
5,"Allover good purchase  Really it's a amazing watch ,love it  "
4,Super  
5,All Good ⭐⭐⭐⭐⭐  
4,Must by watch .  Looks and feel of this watch is very premium.  
5,I think it is good. Super look  
5,Beautiful watch...... TITAN made one of the best watch..... ❤ Love you Titan🌟  
5,Pleased with this watch. Really happy with the product and Flipkart service. Reliability on this shopping platform is gradually increasing. It's an earnest request to Flipkart to maintain such quality services. Five stars to all the feedback requirements. ⭐⭐⭐⭐⭐  
4,It s good for purchase  Nice belt  
4,Look was good and stylish. But I found little bit scratch on the chain. Other then that look perfect  
5,Value for money & quality is excellent.....  
4,Good  
4,Good  
1,Very good watch  
5,Best quality and looks  
1,Waste money  
1,"Not happy with the strap, the look and feel of the product is below average  "
1,Useless product  
5,Good quality paisa washool product  
5,So good  
4,"Good watch with a nice box and good packaging..the strap was little hard in beginning but it become softer as u wear it..check out the pics which i uploaded. Delivery Boy(eKart)- Umar_starwalk(Delivered on time,Nice!)  "
4,great quality great looks great fit all at great price  
5,Thank you flip kart for such a good packaging and the product was awesome and price is also good and I loved this product and dilevery was very fast.👍  
5,This product is really very very impressive and I really liked it. In this range it is made of very good quality and the look is also a premium one. I will really suggest everyone to buy this.  
5,"The best services with assured products... it's really worth it..And as usual the services is on time ... Now about the watch ,I am very much satisfied with the best stunning finishing of silver coated texture of this watch this make it classic and the silver coated texture sometimes looks like a lead colour which is more likable to me... well it's depend on the incident of light and it's intensity....  it has beautiful designed... its extra feature makes its more worthable such as its date...  "
5,nice quality  
5,Good product  
5,It's a good product.  It's value for money  
4,Very nice  
4,Nice product..  
3,It is good looking and quality is also good for this affordable prize  
5,Good product best quality very good item  
4,Very nice  
3,Dialer thickness is a little more... Dialer should have been thinner... everything else is fine  
4,Nice product..  
5,"I am extremely very very happy, it's always been a pleasure to shop from Flipkart. Very good quality n designs n features 👍👍👌👌🤩🤩👏👏😘😘😘👈👈🎉🎉🤩🤩🤩🤩💓💓💓  "
5,Amazing product.....  
3,best watch.....  
5,nice watch  
5,Value for money  
5,"Desine Is Best,Good Product, Waterproof is not available this watch but best hand watch ,date & day show is available awesome  👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍  "
5,Packing is too gd.. I'm love it. Nd product just awesome cool looks..  
5,Good 👍  
5,good looking and exactly as shown here  happy with the order  
5,Very good product 👍  
4,Good looking  
5,Very awesome product I am so happy I gifted someone special he is very happy ❤  
5,Nice watch  
5,Awesome 👍 value for money 💰💸  
4,Nice 👍💕  
4,Excellent  
5,nice watch  
5,It's very good  
5,watch is awesome. .....I gifted it to my brother in his birthday. ..he loved it ...it just like waw ....for schookids it is very nice. ..my brother is love to wear this everyday  
5,as shown in picture.. good for kids  
5,Very Good Watch for boy and men.  
5,Fantastic  
3,Nice  
5,Super  
5,Very nice  
5,super exellent product  
5,"Nice Genuine Original Product. I love it. If any one want to buy for their child, go for it.  "
5,Best shopping app ever  
5,Kids can also use..  Dial size is not too big nor too small..  Ladies can also use as the look is unisex.  Loves the watch.😊😊  
5,Good product 😍😍  
4,Good product but size small  
5,Nice watch  
5,Awesome product and worthy of its price  
5,very good product.  
5,awesome  
4,Better product 🙂  I sure any can buy & fells cool  
5,Very good for kids  
5,Wonderful  
5,Nice watch good watch for student in budget  
5,Smart with small dial  
5,THE PRODUCT IS GOOD AND IT FEELS TO GOOD WHILE WEARING BUT THE PROBLEM IS THAT IT IS ONLY SUITABLE FOR KIDS HAND.  GOOD FOR SCHOOL KIDS .  
2,Not to... good .....  
5,Nice for kids...  
5,Superb watch for sportsman  
5,Excellent  
4,Nice watch  
4,Its a good product. Must buy ⭐⭐⭐⭐  
4,"Nice watch, very comfortable  "
5,Nice quality  
3,Good 👍  
5,Super  
4,"Looking attractive & quality is awesome, feeling comfortable  "
5,I always prefer for fastrack because build quality and product was superr  
